1	12	133	122
12	23	144	133
23	34	155	144
34	45	166	155
45	56	177	166
56	67	188	177
67	78	199	188
78	89	210	199
89	100	221	210
100	111	232	221
122	133	254	243
133	144	265	254
144	155	276	265
155	166	287	276
166	177	298	287
177	188	309	298
188	199	320	309
199	210	331	320
210	221	342	331
221	232	353	342
243	254	375	364
254	265	386	375
265	276	397	386
276	287	408	397
287	298	419	408
298	309	430	419
309	320	441	430
320	331	452	441
331	342	463	452
342	353	474	463
364	375	496	485
375	386	507	496
386	397	518	507
397	408	529	518
408	419	540	529
419	430	551	540
430	441	562	551
441	452	573	562
452	463	584	573
463	474	595	584
485	496	617	606
496	507	628	617
507	518	639	628
518	529	650	639
529	540	661	650
540	551	672	661
551	562	683	672
562	573	694	683
573	584	705	694
584	595	716	705
606	617	738	727
617	628	749	738
628	639	760	749
639	650	771	760
650	661	782	771
661	672	793	782
672	683	804	793
683	694	815	804
694	705	826	815
705	716	837	826
727	738	859	848
738	749	870	859
749	760	881	870
760	771	892	881
771	782	903	892
782	793	914	903
793	804	925	914
804	815	936	925
815	826	947	936
826	837	958	947
848	859	980	969
859	870	991	980
870	881	1002	991
881	892	1013	1002
892	903	1024	1013
903	914	1035	1024
914	925	1046	1035
925	936	1057	1046
936	947	1068	1057
947	958	1079	1068
969	980	1101	1090
980	991	1112	1101
991	1002	1123	1112
1002	1013	1134	1123
1013	1024	1145	1134
1024	1035	1156	1145
1035	1046	1167	1156
1046	1057	1178	1167
1057	1068	1189	1178
1068	1079	1200	1189
1090	1101	1222	1211
1101	1112	1233	1222
1112	1123	1244	1233
1123	1134	1255	1244
1134	1145	1266	1255
1145	1156	1277	1266
1156	1167	1288	1277
1167	1178	1299	1288
1178	1189	1310	1299
1189	1200	1321	1310
