0	0	0
0	0.25	0
0	0.5	0
0	0.75	0
0	1	0
0.25	0	0
0.25	0.25	0
0.25	0.5	0
0.25	0.75	0
0.25	1	0
0.5	0	0
0.5	0.25	0
0.5	0.5	0
0.5	0.75	0
0.5	1	0
0.75	0	0
0.75	0.25	0
0.75	0.5	0
0.75	0.75	0
0.75	1	0
1	0	0
1	0.25	0
1	0.5	0
1	0.75	0
1	1	0
0	0	0.2
0	0.25	0.2
0	0.5	0.2
0	0.75	0.2
0	1	0.2
0.25	0	0.2
0.25	0.25	0.2
0.25	0.5	0.2
0.25	0.75	0.2
0.25	1	0.2
0.5	0	0.2
0.5	0.25	0.2
0.5	0.5	0.2
0.5	0.75	0.2
0.5	1	0.2
0.75	0	0.2
0.75	0.25	0.2
0.75	0.5	0.2
0.75	0.75	0.2
0.75	1	0.2
1	0	0.2
1	0.25	0.2
1	0.5	0.2
1	0.75	0.2
1	1	0.2
0	0	0.4
0	0.25	0.4
0	0.5	0.4
0	0.75	0.4
0	1	0.4
0.25	0	0.4
0.25	0.25	0.4
0.25	0.5	0.4
0.25	0.75	0.4
0.25	1	0.4
0.5	0	0.4
0.5	0.25	0.4
0.5	0.5	0.4
0.5	0.75	0.4
0.5	1	0.4
0.75	0	0.4
0.75	0.25	0.4
0.75	0.5	0.4
0.75	0.75	0.4
0.75	1	0.4
1	0	0.4
1	0.25	0.4
1	0.5	0.4
1	0.75	0.4
1	1	0.4
0	0	0.6
0	0.25	0.6
0	0.5	0.6
0	0.75	0.6
0	1	0.6
0.25	0	0.6
0.25	0.25	0.6
0.25	0.5	0.6
0.25	0.75	0.6
0.25	1	0.6
0.5	0	0.6
0.5	0.25	0.6
0.5	0.5	0.6
0.5	0.75	0.6
0.5	1	0.6
0.75	0	0.6
0.75	0.25	0.6
0.75	0.5	0.6
0.75	0.75	0.6
0.75	1	0.6
1	0	0.6
1	0.25	0.6
1	0.5	0.6
1	0.75	0.6
1	1	0.6
0	0	0.8
0	0.25	0.8
0	0.5	0.8
0	0.75	0.8
0	1	0.8
0.25	0	0.8
0.25	0.25	0.8
0.25	0.5	0.8
0.25	0.75	0.8
0.25	1	0.8
0.5	0	0.8
0.5	0.25	0.8
0.5	0.5	0.8
0.5	0.75	0.8
0.5	1	0.8
0.75	0	0.8
0.75	0.25	0.8
0.75	0.5	0.8
0.75	0.75	0.8
0.75	1	0.8
1	0	0.8
1	0.25	0.8
1	0.5	0.8
1	0.75	0.8
1	1	0.8
0	0	1
0	0.25	1
0	0.5	1
0	0.75	1
0	1	1
0.25	0	1
0.25	0.25	1
0.25	0.5	1
0.25	0.75	1
0.25	1	1
0.5	0	1
0.5	0.25	1
0.5	0.5	1
0.5	0.75	1
0.5	1	1
0.75	0	1
0.75	0.25	1
0.75	0.5	1
0.75	0.75	1
0.75	1	1
1	0	1
1	0.25	1
1	0.5	1
1	0.75	1
1	1	1
0	0	1.2
0	0.25	1.2
0	0.5	1.2
0	0.75	1.2
0	1	1.2
0.25	0	1.2
0.25	0.25	1.2
0.25	0.5	1.2
0.25	0.75	1.2
0.25	1	1.2
0.5	0	1.2
0.5	0.25	1.2
0.5	0.5	1.2
0.5	0.75	1.2
0.5	1	1.2
0.75	0	1.2
0.75	0.25	1.2
0.75	0.5	1.2
0.75	0.75	1.2
0.75	1	1.2
1	0	1.2
1	0.25	1.2
1	0.5	1.2
1	0.75	1.2
1	1	1.2
0	0	1.4
0	0.25	1.4
0	0.5	1.4
0	0.75	1.4
0	1	1.4
0.25	0	1.4
0.25	0.25	1.4
0.25	0.5	1.4
0.25	0.75	1.4
0.25	1	1.4
0.5	0	1.4
0.5	0.25	1.4
0.5	0.5	1.4
0.5	0.75	1.4
0.5	1	1.4
0.75	0	1.4
0.75	0.25	1.4
0.75	0.5	1.4
0.75	0.75	1.4
0.75	1	1.4
1	0	1.4
1	0.25	1.4
1	0.5	1.4
1	0.75	1.4
1	1	1.4
0	0	1.6
0	0.25	1.6
0	0.5	1.6
0	0.75	1.6
0	1	1.6
0.25	0	1.6
0.25	0.25	1.6
0.25	0.5	1.6
0.25	0.75	1.6
0.25	1	1.6
0.5	0	1.6
0.5	0.25	1.6
0.5	0.5	1.6
0.5	0.75	1.6
0.5	1	1.6
0.75	0	1.6
0.75	0.25	1.6
0.75	0.5	1.6
0.75	0.75	1.6
0.75	1	1.6
1	0	1.6
1	0.25	1.6
1	0.5	1.6
1	0.75	1.6
1	1	1.6
0	0	1.8
0	0.25	1.8
0	0.5	1.8
0	0.75	1.8
0	1	1.8
0.25	0	1.8
0.25	0.25	1.8
0.25	0.5	1.8
0.25	0.75	1.8
0.25	1	1.8
0.5	0	1.8
0.5	0.25	1.8
0.5	0.5	1.8
0.5	0.75	1.8
0.5	1	1.8
0.75	0	1.8
0.75	0.25	1.8
0.75	0.5	1.8
0.75	0.75	1.8
0.75	1	1.8
1	0	1.8
1	0.25	1.8
1	0.5	1.8
1	0.75	1.8
1	1	1.8
0	0	2
0	0.25	2
0	0.5	2
0	0.75	2
0	1	2
0.25	0	2
0.25	0.25	2
0.25	0.5	2
0.25	0.75	2
0.25	1	2
0.5	0	2
0.5	0.25	2
0.5	0.5	2
0.5	0.75	2
0.5	1	2
0.75	0	2
0.75	0.25	2
0.75	0.5	2
0.75	0.75	2
0.75	1	2
1	0	2
1	0.25	2
1	0.5	2
1	0.75	2
1	1	2
0	0	2.2
0	0.25	2.2
0	0.5	2.2
0	0.75	2.2
0	1	2.2
0.25	0	2.2
0.25	0.25	2.2
0.25	0.5	2.2
0.25	0.75	2.2
0.25	1	2.2
0.5	0	2.2
0.5	0.25	2.2
0.5	0.5	2.2
0.5	0.75	2.2
0.5	1	2.2
0.75	0	2.2
0.75	0.25	2.2
0.75	0.5	2.2
0.75	0.75	2.2
0.75	1	2.2
1	0	2.2
1	0.25	2.2
1	0.5	2.2
1	0.75	2.2
1	1	2.2
0	0	2.4
0	0.25	2.4
0	0.5	2.4
0	0.75	2.4
0	1	2.4
0.25	0	2.4
0.25	0.25	2.4
0.25	0.5	2.4
0.25	0.75	2.4
0.25	1	2.4
0.5	0	2.4
0.5	0.25	2.4
0.5	0.5	2.4
0.5	0.75	2.4
0.5	1	2.4
0.75	0	2.4
