646	605	645
97	138	98
1210	1211	1170
559	518	558
881	922	882
850	849	890
466	465	506
623	624	583
293	294	253
498	538	539
667	666	707
1049	1008	1048
623	583	582
214	215	174
390	350	349
666	665	706
105	145	146
181	141	140
434	394	393
442	483	443
235	276	236
515	514	555
354	314	313
684	685	644
316	275	315
835	834	875
887	847	846
441	442	401
814	773	813
1432	1392	1391
1012	1011	1052
802	762	761
393	394	353
966	967	926
708	668	667
1350	1391	1351
1648	1608	1607
967	927	926
547	546	587
1287	1286	1327
1130	1171	1131
1360	1361	1320
373	414	374
1400	1401	1360
457	456	497
210	170	169
665	625	624
290	291	250
741	740	781
293	292	333
333	332	373
536	495	535
1199	1158	1198
577	536	576
946	905	945
701	700	741
658	617	657
455	454	495
663	622	662
580	539	579
660	700	701
380	339	379
416	415	456
782	741	781
594	634	635
989	1029	1030
1126	1125	1166
424	383	423
46	47	6
709	710	669
880	881	840
343	303	302
228	268	269
463	422	462
343	384	344
171	131	130
217	258	218
10	9	50
258	259	218
134	135	94
28	69	29
217	177	176
259	260	219
512	471	511
315	275	274
74	73	114
184	143	183
222	263	223
107	67	66
113	112	153
238	198	197
203	163	162
1145	1104	1144
118	158	159
202	161	201
238	197	237
449	448	489
201	160	200
285	284	325
407	366	406
608	648	649
850	810	809
682	723	683
643	644	603
609	608	649
812	772	771
591	550	590
597	596	637
347	388	348
352	393	353
349	389	390
429	469	470
513	553	554
711	671	670
676	635	675
510	469	509
762	763	722
682	683	642
885	886	845
888	847	887
1293	1253	1252
689	648	688
927	928	887
1136	1095	1135
890	889	930
895	855	854
1017	1057	1058
976	975	1016
897	937	938
1106	1065	1105
1104	1063	1103
1141	1182	1142
1061	1101	1102
981	980	1021
1212	1211	1252
1141	1181	1182
1269	1229	1228
1133	1173	1174
1186	1187	1146
1103	1102	1143
1472	1431	1471
1492	1493	1452
1473	1472	1513
1223	1264	1224
1552	1551	1592
1264	1305	1265
1634	1594	1593
1296	1297	1256
1221	1181	1180
1183	1182	1223
1208	1167	1207
1303	1263	1262
1290	1249	1289
1673	1632	1672
1297	1298	1257
1541	1500	1540
1409	1450	1410
1453	1493	1494
1606	1605	1646
1406	1446	1447
1124	1165	1125
1044	1045	1004
1208	1248	1249
953	994	954
1323	1364	1324
717	757	758
918	878	877
837	877	878
995	994	1035
796	797	756
749	750	709
838	837	878
997	1038	998
1040	999	1039
1284	1283	1324
789	748	788
1028	1068	1069
663	664	623
867	826	866
869	870	829
700	740	741
1240	1241	1200
1234	1193	1233
781	740	780
947	946	987
1193	1192	1233
1199	1200	1159
1072	1071	1112
1643	1603	1602
1359	1399	1400
1069	1029	1028
1273	1233	1232
1562	1602	1603
1315	1355	1356
85	84	125
45	44	85
3	43	44
125	124	165
3	44	4
43	83	84
8	49	9
93	133	134
59	19	18
52	11	51
96	136	137
90	50	49
95	94	135
53	12	52
90	89	130
53	94	54
255	296	256
214	174	173
171	172	131
135	175	176
341	342	301
139	179	180
295	294	335
258	299	259
217	257	258
262	261	302
211	171	170
172	132	131
210	211	170
130	131	90
126	86	85
417	376	416
250	291	251
414	413	454
290	331	291
372	371	412
376	336	335
332	331	372
539	499	498
417	418	377
498	499	458
417	377	376
576	575	616
455	496	456
579	578	619
494	493	534
619	660	620
821	822	781
784	785	744
660	659	700
496	537	497
622	621	662
702	661	701
619	578	618
542	582	583
621	580	620
624	664	665
702	701	742
707	747	748
750	710	709
628	588	587
421	420	461
752	711	751
669	668	709
546	505	545
630	629	670
459	460	419
504	545	505
378	379	338
339	298	338
379	339	338
297	256	296
342	341	382
421	381	380
509	468	508
388	428	429
467	507	508
465	425	424
633	593	592
508	507	548
674	633	673
711	670	710
754	713	753
672	631	671
712	711	752
710	750	751
673	672	713
836	835	876
631	630	671
547	507	506
672	671	712
670	669	710
716	676	675
591	551	550
719	718	759
796	756	755
843	844	803
760	719	759
720	719	760
679	639	638
762	722	721
638	598	597
516	556	557
677	636	676
390	431	391
470	469	510
468	509	469
508	549	509
349	308	348
345	305	304
430	390	389
391	350	390
308	307	348
189	188	229
309	269	268
392	391	432
227	186	226
224	264	265
263	264	223
141	101	100
307	306	347
387	346	386
384	385	344
428	387	427
300	301	260
343	383	384
300	260	259
262	303	263
176	177	136
138	179	139
219	179	178
221	222	181
97	137	138
178	179	138
177	137	136
178	138	137
57	56	97
181	180	221
61	101	102
100	101	60
226	225	266
102	62	61
61	60	101
104	103	144
231	190	230
144	185	145
229	230	189
63	62	103
187	147	146
63	22	62
66	25	65
64	63	104
110	69	109
149	189	190
150	190	191
193	194	153
107	148	108
186	187	146
192	233	193
148	147	188
311	352	312
351	350	391
395	354	394
353	394	354
274	273	314
313	353	354
315	314	355
270	230	229
194	235	195
190	189	230
355	356	315
319	359	360
319	360	320
404	403	444
194	195	154
197	157	156
276	277	236
237	197	196
111	152	112
235	275	276
69	110	70
150	149	190
109	68	108
24	23	64
70	30	29
113	153	154
71	112	72
70	110	111
73	72	113
30	70	71
195	155	154
155	115	114
116	75	115
73	32	72
75	74	115
78	77	118
35	34	75
38	78	79
118	117	158
79	80	39
122	162	163
199	158	198
200	159	199
118	77	117
161	160	201
119	78	118
368	328	327
284	243	283
204	164	163
204	163	203
448	449	408
325	324	365
368	367	408
326	325	366
487	447	446
366	325	365
278	319	279
364	324	323
155	196	156
323	322	363
278	237	277
196	155	195
237	278	238
278	277	318
362	361	402
441	482	442
398	438	439
610	650	651
487	528	488
401	361	360
443	483	484
644	645	604
443	403	402
362	322	321
445	486	446
573	614	574
447	407	406
408	367	407
449	450	409
449	409	408
327	286	326
489	490	449
491	451	450
610	570	569
532	573	533
775	735	734
774	733	773
574	614	615
694	653	693
696	656	655
738	737	778
655	614	654
654	614	613
857	817	816
811	812	771
612	613	572
733	732	773
528	568	569
567	607	608
566	606	607
732	731	772
610	609	650
568	567	608
683	723	724
769	770	729
726	685	725
928	888	887
603	644	604
728	729	688
647	688	648
687	728	688
727	726	767
892	891	932
566	525	565
605	604	645
523	483	482
524	484	483
401	400	441
357	356	397
559	519	518
601	641	642
601	602	561
602	643	603
564	604	605
684	724	725
561	562	521
396	355	395
433	434	393
434	475	435
392	432	433
557	598	558
476	517	477
473	433	432
600	641	601
721	681	680
601	642	602
726	766	767
642	683	643
641	640	681
600	640	641
596	556	555
725	765	766
887	886	927
920	921	880
760	801	761
884	925	885
798	799	758
963	1004	964
1042	1041	1082
1047	1087	1088
1047	1006	1046
1243	1202	1242
1170	1211	1171
1208	1168	1167
1415	1456	1416
1255	1214	1254
1211	1210	1251
1088	1129	1089
1127	1086	1126
1130	1170	1171
1128	1129	1088
1175	1174	1215
1130	1089	1129
1094	1053	1093
1215	1256	1216
1135	1094	1134
1050	1010	1009
971	970	1011
1010	969	1009
1178	1179	1138
973	974	933
969	929	928
1054	1055	1014
765	806	766
802	803	762
806	805	846
803	763	762
847	806	846
764	763	804
769	810	770
893	852	892
934	933	974
1056	1055	1096
974	975	934
978	1018	1019
1140	1180	1181
1016	975	1015
975	935	934
730	731	690
1018	978	977
772	773	732
817	777	776
776	735	775
778	818	819
940	899	939
1062	1063	1022
899	859	858
978	937	977
1018	1058	1059
1060	1020	1019
1063	1064	1023
1267	1268	1227
1104	1064	1063
983	943	942
1065	1024	1064
983	942	982
1186	1146	1145
1311	1352	1312
1229	1189	1188
1222	1182	1181
1222	1221	1262
1143	1142	1183
1059	1019	1018
1180	1140	1139
1097	1096	1137
1179	1178	1219
1258	1299	1259
1508	1468	1467
1179	1220	1180
1430	1471	1431
1351	1391	1392
1426	1385	1425
1385	1386	1345
1349	1390	1350
1431	1391	1390
1225	1266	1226
1349	1389	1390
1227	1268	1228
1349	1348	1389
1311	1351	1352
1392	1352	1351
1394	1353	1393
1271	1270	1311
1434	1393	1433
1352	1392	1393
1267	1308	1268
1390	1391	1350
1392	1433	1393
1473	1513	1514
1510	1470	1469
1512	1513	1472
1557	1556	1597
1591	1551	1550
1594	1554	1553
1555	1554	1595
1594	1635	1595
1553	1512	1552
1589	1629	1630
1632	1631	1672
1548	1507	1547
1589	1588	1629
1584	1585	1544
1630	1671	1631
1543	1503	1502
1617	1576	1616
1504	1545	1505
1410	1411	1370
1382	1381	1422
1338	1339	1298
1628	1587	1627
1465	1506	1466
1301	1261	1260
1257	1216	1256
1424	1384	1383
1220	1221	1180
1339	1340	1299
1255	1215	1214
